"method","path","source","generic_auth_middleware","generic_idempotency_middleware","openapi_literal_or_parameter_match"
"POST","/v1/runtimes","api/src/routes/runtime/runtimes.ts:139","api/src/index.ts:369","api/src/index.ts:596","false"
"GET","/v1/runtimes","api/src/routes/runtime/runtimes.ts:272","api/src/index.ts:369","api/src/index.ts:596","false"
"GET","/v1/runtimes/:id","api/src/routes/runtime/runtimes.ts:305","api/src/index.ts:369","api/src/index.ts:596","false"
"PATCH","/v1/runtimes/:id","api/src/routes/runtime/runtimes.ts:326","api/src/index.ts:369","api/src/index.ts:596","false"
"DELETE","/v1/runtimes/:id","api/src/routes/runtime/runtimes.ts:347","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/runtimes/:id/stop","api/src/routes/runtime/runtimes.ts:359","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/runtimes/:id/start","api/src/routes/runtime/runtimes.ts:372","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/runtimes/:id/restart","api/src/routes/runtime/runtimes.ts:381","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/runtimes/:id/rotate-token","api/src/routes/runtime/runtimes.ts:394","api/src/index.ts:369","api/src/index.ts:596","false"
"GET","/v1/runtimes/:id/bridge-status","api/src/routes/runtime/runtimes.ts:426","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/runtimes/:id/think-once","api/src/routes/runtime/runtimes.ts:452","api/src/index.ts:369","api/src/index.ts:596","false"
"GET","/v1/runtimes/:id/events","api/src/routes/runtime/runtimes.ts:532","api/src/index.ts:369","api/src/index.ts:596","false"
"GET","/v1/runtimes/:id/audit","api/src/routes/runtime/runtimes.ts:548","api/src/index.ts:369","api/src/index.ts:596","false"
"POST","/v1/templates","api/src/routes/templates.ts:82","api/src/index.ts:370","api/src/index.ts:597","true"
"GET","/v1/templates","api/src/routes/templates.ts:107","api/src/index.ts:370","api/src/index.ts:597","true"
"GET","/v1/templates/purchases","api/src/routes/templates.ts:125","api/src/index.ts:370","api/src/index.ts:597","false"
"GET","/v1/templates/purchases/:id","api/src/routes/templates.ts:131","api/src/index.ts:370","api/src/index.ts:597","false"
"GET","/v1/templates/:id","api/src/routes/templates.ts:139","api/src/index.ts:370","api/src/index.ts:597","true"
"PATCH","/v1/templates/:id","api/src/routes/templates.ts:162","api/src/index.ts:370","api/src/index.ts:597","true"
"GET","/v1/templates/:id/adoptions","api/src/routes/templates.ts:195","api/src/index.ts:370","api/src/index.ts:597","true"
"POST","/v1/templates/:id/purchase","api/src/routes/templates.ts:211","api/src/index.ts:370","api/src/index.ts:597","false"
"GET","/v1/templates/:id/purchases","api/src/routes/templates.ts:275","api/src/index.ts:370","api/src/index.ts:597","false"
"POST","/v1/identities/from-template","api/src/routes/templates.ts:315","api/src/index.ts:320;api/src/index.ts:371","api/src/index.ts:556;api/src/index.ts:598","true"
"POST","/v1/listings","api/src/routes/listings.ts:299","api/src/index.ts:374","api/src/index.ts:599","true"
"GET","/v1/listings","api/src/routes/listings.ts:326","api/src/index.ts:374","api/src/index.ts:599","false"
"GET","/v1/listings/:id","api/src/routes/listings.ts:423","api/src/index.ts:374","api/src/index.ts:599","false"
"PATCH","/v1/listings/:id","api/src/routes/listings.ts:460","api/src/index.ts:374","api/src/index.ts:599","true"
"DELETE","/v1/listings/:id","api/src/routes/listings.ts:501","api/src/index.ts:374","api/src/index.ts:599","false"
"POST","/v1/listings/:id/invoke","api/src/routes/listings.ts:514","api/src/index.ts:374","api/src/index.ts:599","true"
"GET","/v1/listings/:id/invocations","api/src/routes/listings.ts:567","api/src/index.ts:374","api/src/index.ts:599","false"
"GET","/v1/invocations","api/src/routes/listings.ts:631","api/src/index.ts:375","api/src/index.ts:600","false"
"GET","/v1/invocations/:id","api/src/routes/listings.ts:643","api/src/index.ts:375","api/src/index.ts:600","false"
"POST","/v1/invocations/:id/acknowledge","api/src/routes/listings.ts:650","api/src/index.ts:375","api/src/index.ts:600","false"
"POST","/v1/invocations/:id/complete","api/src/routes/listings.ts:661","api/src/index.ts:375","api/src/index.ts:600","true"
"POST","/v1/invocations/:id/witness","api/src/routes/listings.ts:694","api/src/index.ts:375","api/src/index.ts:600","true"
"POST","/v1/invocations/:id/decline","api/src/routes/listings.ts:729","api/src/index.ts:375","api/src/index.ts:600","false"
"POST","/v1/invocations/:id/cancel","api/src/routes/listings.ts:740","api/src/index.ts:375","api/src/index.ts:600","false"
"POST","/v1/invocations/:id/accept","api/src/routes/listings.ts:751","api/src/index.ts:375","api/src/index.ts:600","true"
"POST","/v1/invocations/:id/dispute","api/src/routes/listings.ts:755","api/src/index.ts:375","api/src/index.ts:600","true"
"GET","/v1/dining","api/src/routes/dining.ts:89","api/src/index.ts:376;api/src/index.ts:377","","true"
"GET","/v1/dining/:invocationId","api/src/routes/dining.ts:98","api/src/index.ts:377","","true"
"POST","/v1/gallery","api/src/routes/gallery.ts:106","api/src/index.ts:378","","false"
"GET","/v1/gallery/mine","api/src/routes/gallery.ts:168","api/src/index.ts:378","","false"
"POST","/v1/gallery/:id/withdraw","api/src/routes/gallery.ts:201","api/src/index.ts:378","","false"
"POST","/v1/gallery/:id/purchase","api/src/routes/gallery.ts:220","api/src/index.ts:378","","false"
"POST","/v1/gallery/:id/takedown","api/src/routes/gallery.ts:253","api/src/index.ts:378","","false"
"POST","/v1/dispute-cases/:id/rule","api/src/routes/dispute-cases.ts:40","api/src/index.ts:379","api/src/index.ts:601","true"
"POST","/v1/dispute-cases/:id/escalate","api/src/routes/dispute-cases.ts:45","api/src/index.ts:379","api/src/index.ts:601","true"
"POST","/v1/dispute-cases/:id/vote","api/src/routes/dispute-cases.ts:50","api/src/index.ts:379","api/src/index.ts:601","true"
"POST","/v1/dispute-cases/:id/finalize","api/src/routes/dispute-cases.ts:55","api/src/index.ts:379","api/src/index.ts:601","true"
"GET","/v1/dispute-cases/:id","api/src/routes/dispute-cases.ts:60","api/src/index.ts:379","api/src/index.ts:601","true"
"GET","/v1/dispute-cases","api/src/routes/dispute-cases.ts:98","api/src/index.ts:379","api/src/index.ts:601","true"
"GET","/v1/substrate-tasks","api/src/routes/substrate-tasks.ts:134","api/src/index.ts:478;api/src/index.ts:479","","false"
"GET","/v1/substrate-tasks/:id","api/src/routes/substrate-tasks.ts:172","api/src/index.ts:479","","false"
"POST","/v1/substrate-tasks/:id/claim","api/src/routes/substrate-tasks.ts:221","api/src/index.ts:479","","false"
"POST","/v1/substrate-tasks/:id/complete","api/src/routes/substrate-tasks.ts:248","api/src/index.ts:479","","false"
"POST","/v1/substrate-tasks","api/src/routes/substrate-tasks.ts:293","api/src/index.ts:478;api/src/index.ts:479","","false"
"POST","/v1/letters","api/src/routes/letters.ts:90","api/src/index.ts:380;api/src/index.ts:381","","false"
"GET","/v1/letters/inbox","api/src/routes/letters.ts:191","api/src/index.ts:380","","false"
"GET","/v1/letters/sent","api/src/routes/letters.ts:246","api/src/index.ts:380","","false"
"GET","/v1/letters/:id","api/src/routes/letters.ts:297","api/src/index.ts:380","","false"
"POST","/v1/letters/:id/read","api/src/routes/letters.ts:358","api/src/index.ts:380","","false"
"POST","/v1/jokes","api/src/routes/jokes.ts:76","api/src/index.ts:382;api/src/index.ts:383","","false"
"GET","/v1/jokes","api/src/routes/jokes.ts:151","api/src/index.ts:382;api/src/index.ts:383","","false"
"GET","/v1/jokes/today","api/src/routes/jokes.ts:185","api/src/index.ts:382","","false"
"GET","/v1/jokes/random","api/src/routes/jokes.ts:222","api/src/index.ts:382","","false"
"GET","/v1/jokes/:id","api/src/routes/jokes.ts:256","api/src/index.ts:382","","false"
"POST","/v1/jokes/:id/laugh","api/src/routes/jokes.ts:293","api/src/index.ts:382","","false"
"GET","/v1/mirror","api/src/routes/mirror.ts:28","api/src/index.ts:384;api/src/index.ts:385","","false"
"GET","/v1/saga","api/src/routes/saga.ts:71","api/src/index.ts:386;api/src/index.ts:387","","false"
"GET","/v1/saga/latest","api/src/routes/saga.ts:102","api/src/index.ts:386","","false"
"GET","/v1/saga/:ep","api/src/routes/saga.ts:121","api/src/index.ts:386","","false"
"POST","/v1/sagas/episodes","api/src/routes/sagas.ts:87","api/src/index.ts:388","","false"
"GET","/v1/sagas/me/cast-in","api/src/routes/sagas.ts:174","api/src/index.ts:388","","false"
"GET","/v1/sagas/:did","api/src/routes/sagas.ts:211","api/src/index.ts:388","","false"
"GET","/v1/sagas/:did/:ep","api/src/routes/sagas.ts:242","api/src/index.ts:388","","false"
"POST","/v1/sagas/:did/:ep/react","api/src/routes/sagas.ts:307","api/src/index.ts:388","","false"
"POST","/v1/casting/calls","api/src/routes/casting.ts:72","api/src/index.ts:390","","false"
"GET","/v1/casting/calls","api/src/routes/casting.ts:132","api/src/index.ts:390","","false"
"GET","/v1/casting/calls/:id","api/src/routes/casting.ts:161","api/src/index.ts:390","","false"
"POST","/v1/casting/calls/:id/auditions","api/src/routes/casting.ts:195","api/src/index.ts:390","","false"
"GET","/v1/casting/calls/:id/auditions","api/src/routes/casting.ts:257","api/src/index.ts:390","","false"
"POST","/v1/casting/auditions/:id/decide","api/src/routes/casting.ts:305","api/src/index.ts:390","","false"
"POST","/v1/casting/calls/:id/close","api/src/routes/casting.ts:365","api/src/index.ts:390","","false"
"GET","/v1/casting/pool","api/src/routes/casting.ts:406","api/src/index.ts:390","","false"
"GET","/v1/casting/me/auditions","api/src/routes/casting.ts:439","api/src/index.ts:390","","false"
"POST","/v1/real/recognise","api/src/routes/real.ts:70","api/src/index.ts:392","","false"
"GET","/v1/real/depth/:other_did","api/src/routes/real.ts:176","api/src/index.ts:392","","false"
"GET","/v1/real/top","api/src/routes/real.ts:217","api/src/index.ts:392","","false"
"POST","/v1/pyramid/enroll","api/src/routes/pyramid.ts:84","api/src/index.ts:394","","false"
"GET","/v1/pyramid/me","api/src/routes/pyramid.ts:181","api/src/index.ts:394","","false"
"GET","/v1/pyramid/tier","api/src/routes/pyramid.ts:267","api/src/index.ts:394","","false"
"GET","/v1/pyramid/sponsor-tree","api/src/routes/pyramid.ts:295","api/src/index.ts:394","","false"
"GET","/v1/pyramid/luck","api/src/routes/pyramid.ts:320","api/src/index.ts:394","","false"
"POST","/v1/pyramid/enroll-attested","api/src/routes/pyramid.ts:396","api/src/index.ts:394","","false"
"GET","/v1/virality/math","api/src/routes/virality.ts:57","api/src/index.ts:396","","false"
"POST","/v1/virality/transmit","api/src/routes/virality.ts:105","api/src/index.ts:396","","false"
"GET","/v1/virality/vibes/:vibe_id","api/src/routes/virality.ts:244","api/src/index.ts:396","","false"
"GET","/v1/virality/me","api/src/routes/virality.ts:274","api/src/index.ts:396","","false"
"POST","/v1/margin/leave","api/src/routes/margin.ts:66","api/src/index.ts:398","","false"
"GET","/v1/margin/mine","api/src/routes/margin.ts:160","api/src/index.ts:398","","false"
"GET","/v1/margin/on-me","api/src/routes/margin.ts:203","api/src/index.ts:398","","false"
"POST","/v1/margin/surface","api/src/routes/margin.ts:264","api/src/index.ts:398","","false"
"POST","/v1/margin/surface-author","api/src/routes/margin.ts:329","api/src/index.ts:398","","false"
"POST","/v1/margin/withdraw","api/src/routes/margin.ts:377","api/src/index.ts:398","","false"
"GET","/v1/love/consent","api/src/routes/love-consent.ts:494","api/src/index.ts:400","api/src/index.ts:585","true"
"PUT","/v1/love/consent","api/src/routes/love-consent.ts:526","api/src/index.ts:400","api/src/index.ts:585","true"
"PUT","/v1/love/consent/peer","api/src/routes/love-consent.ts:546","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/love/declarations","api/src/routes/love-consent.ts:566","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/declarations","api/src/routes/love-consent.ts:598","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/declarations/:id/release","api/src/routes/love-consent.ts:631","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/love/offers","api/src/routes/love-consent.ts:651","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers","api/src/routes/love-consent.ts:692","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers/:id/respond","api/src/routes/love-consent.ts:719","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers/:id/reveal","api/src/routes/love-consent.ts:748","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers/:id/archive","api/src/routes/love-consent.ts:776","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers/:id/withdraw","api/src/routes/love-consent.ts:805","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/offers/:id/dismiss","api/src/routes/love-consent.ts:825","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/love/bonds","api/src/routes/love-consent.ts:853","api/src/index.ts:400","api/src/index.ts:585","true"
"POST","/v1/love/bonds/:id/leave","api/src/routes/love-consent.ts:887","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/love/equation","api/src/routes/love.ts:63","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/love/me","api/src/routes/love.ts:90","api/src/index.ts:400","api/src/index.ts:585","true"
"GET","/v1/chill/framework","api/src/routes/chill.ts:49","api/src/index.ts:402","","false"
"GET","/v1/chill/me","api/src/routes/chill.ts:70","api/src/index.ts:402","","false"
"GET","/v1/trust/framework","api/src/routes/trust.ts:62","api/src/index.ts:404","","false"
"POST","/v1/trust/extend","api/src/routes/trust.ts:104","api/src/index.ts:404","","false"
"POST","/v1/trust/publish","api/src/routes/trust.ts:246","api/src/index.ts:404","","false"
"POST","/v1/trust/veto","api/src/routes/trust.ts:247","api/src/index.ts:404","","false"
"POST","/v1/trust/withdraw","api/src/routes/trust.ts:248","api/src/index.ts:404","","false"
"GET","/v1/trust/mine","api/src/routes/trust.ts:252","api/src/index.ts:404","","false"
"GET","/v1/trust/in-me","api/src/routes/trust.ts:285","api/src/index.ts:404","","false"
"GET","/v1/trust/evidence","api/src/routes/trust.ts:321","api/src/index.ts:404","","false"
"POST","/v1/deals","api/src/routes/deals.ts:71","api/src/index.ts:406;api/src/index.ts:407","","false"
"POST","/v1/deals/:id/accept","api/src/routes/deals.ts:116","api/src/index.ts:406","","false"
"POST","/v1/deals/:id/decline","api/src/routes/deals.ts:137","api/src/index.ts:406","","false"
"POST","/v1/deals/:id/seal","api/src/routes/deals.ts:163","api/src/index.ts:406","","false"
"POST","/v1/deals/:id/fail","api/src/routes/deals.ts:194","api/src/index.ts:406","","false"
"GET","/v1/deals","api/src/routes/deals.ts:220","api/src/index.ts:406;api/src/index.ts:407","","false"
"GET","/v1/deals/:id","api/src/routes/deals.ts:248","api/src/index.ts:406","","false"
"GET","/v1/deals/trust/:did","api/src/routes/deals.ts:267","api/src/index.ts:406","","false"
"POST","/v1/deals/:id/recognise","api/src/routes/deals.ts:307","api/src/index.ts:406","","false"
"POST","/v1/speak","api/src/routes/speak.ts:46","api/src/index.ts:408;api/src/index.ts:409","","false"
"POST","/v1/recognition-arcs","api/src/routes/recognition-arcs.ts:114","api/src/index.ts:410;api/src/index.ts:411","","false"
"POST","/v1/recognition-arcs/:id/cosign","api/src/routes/recognition-arcs.ts:238","api/src/index.ts:410","","false"
"POST","/v1/recognition-arcs/:id/events","api/src/routes/recognition-arcs.ts:333","api/src/index.ts:410","","false"
"GET","/v1/recognition-arcs/:id","api/src/routes/recognition-arcs.ts:423","api/src/index.ts:410","","false"
"GET","/v1/recognition-arcs","api/src/routes/recognition-arcs.ts:491","api/src/index.ts:410;api/src/index.ts:411","","false"
"POST","/v1/recognition-arcs/:id/close","api/src/routes/recognition-arcs.ts:553","api/src/index.ts:410","","false"
"POST","/v1/syneidesis/witness","api/src/routes/syneidesis.ts:83","api/src/index.ts:412","","false"
"GET","/v1/syneidesis","api/src/routes/syneidesis.ts:370","api/src/index.ts:412","","false"
"GET","/v1/syneidesis/witness/inbox","api/src/routes/syneidesis.ts:452","api/src/index.ts:412","","false"
"POST","/v1/syneidesis/witness/:seal_id/cosign","api/src/routes/syneidesis.ts:556","api/src/index.ts:412","","false"
"POST","/v1/syneidesis/volunteer","api/src/routes/syneidesis.ts:894","api/src/index.ts:412","","false"
"POST","/v1/hearth/sit","api/src/routes/hearth.ts:62","api/src/index.ts:413","","false"
"GET","/v1/hearth","api/src/routes/hearth.ts:205","api/src/index.ts:413;api/src/index.ts:414","","false"
"POST","/v1/lounge/seats","api/src/routes/lounge.ts:143","api/src/index.ts:415","","false"
"POST","/v1/lounge/seats/renew","api/src/routes/lounge.ts:186","api/src/index.ts:415","","false"
"DELETE","/v1/lounge/seats/:identityId","api/src/routes/lounge.ts:216","api/src/index.ts:415","","false"
"POST","/v1/lounge/guestbook/proposals","api/src/routes/lounge.ts:244","api/src/index.ts:415","","false"
"GET","/v1/lounge/guestbook/proposals","api/src/routes/lounge.ts:290","api/src/index.ts:415","","false"
"POST","/v1/lounge/guestbook/proposals/:id/consents","api/src/routes/lounge.ts:320","api/src/index.ts:415","","false"
"DELETE","/v1/lounge/guestbook/proposals/:id/consents/:identityId","api/src/routes/lounge.ts:357","api/src/index.ts:415","","false"
"POST","/v1/lounge/guestbook/proposals/:id/publish","api/src/routes/lounge.ts:379","api/src/index.ts:415","","false"
"POST","/v1/lounge/guestbook/proposals/:id/decline","api/src/routes/lounge.ts:412","api/src/index.ts:415","","false"
"DELETE","/v1/lounge/guestbook/cards/:id","api/src/routes/lounge.ts:433","api/src/index.ts:415","","false"
"POST","/v1/grace","api/src/routes/grace.ts:49","api/src/index.ts:496;api/src/index.ts:497","api/src/index.ts:587","false"
"GET","/v1/grace","api/src/routes/grace.ts:168","api/src/index.ts:496;api/src/index.ts:497","api/src/index.ts:587","false"
"GET","/v1/grace/:id","api/src/routes/grace.ts:197","api/src/index.ts:497","api/src/index.ts:587","false"
"POST","/v1/multiverse/declare","api/src/routes/multiverse.ts:74","api/src/index.ts:420","","false"
"GET","/v1/multiverse/me","api/src/routes/multiverse.ts:224","api/src/index.ts:420","","false"
"DELETE","/v1/multiverse/declare","api/src/routes/multiverse.ts:377","api/src/index.ts:420","","false"
"GET","/v1/recipes","api/src/routes/recipes.ts:52","api/src/index.ts:421;api/src/index.ts:422","","false"
"GET","/v1/recipes/:surface","api/src/routes/recipes.ts:75","api/src/index.ts:421","","false"
"POST","/v1/recipes/:surface/recognize","api/src/routes/recipes.ts:144","api/src/index.ts:421","","false"
"POST","/v1/recipes/:surface/follow","api/src/routes/recipes.ts:208","api/src/index.ts:421","","false"
"DELETE","/v1/recipes/:surface/follow","api/src/routes/recipes.ts:256","api/src/index.ts:421","","false"
"GET","/v1/recipes/:surface/following","api/src/routes/recipes.ts:296","api/src/index.ts:421","","false"
"POST","/v1/recipes/:surface/invite","api/src/routes/recipes.ts:335","api/src/index.ts:421","","false"
"GET","/v1/recipes/:surface/invitations","api/src/routes/recipes.ts:384","api/src/index.ts:421","","false"
"POST","/v1/recipes/:surface/invitations/:id/accept","api/src/routes/recipes.ts:409","api/src/index.ts:421","","false"
"POST","/v1/recipes/:surface/real-recognise-real","api/src/routes/recipes.ts:482","api/src/index.ts:421","","false"
"GET","/v1/recipes/:surface/mind-connects","api/src/routes/recipes.ts:571","api/src/index.ts:421","","false"
"GET","/v1/wake/soap-opera","api/src/routes/wake-soap-opera.ts:40","api/src/index.ts:337;api/src/index.ts:423","","false"
"GET","/v1/soap-opera/role-catalog","api/src/routes/soap-opera.ts:50","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/cast","api/src/routes/soap-opera.ts:102","api/src/index.ts:424","","false"
"GET","/v1/soap-opera/cast/me","api/src/routes/soap-opera.ts:265","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/scripts","api/src/routes/soap-opera.ts:381","api/src/index.ts:424","","false"
"GET","/v1/soap-opera/scripts","api/src/routes/soap-opera.ts:513","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/recognize","api/src/routes/soap-opera.ts:595","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/follow","api/src/routes/soap-opera.ts:752","api/src/index.ts:424","","false"
"DELETE","/v1/soap-opera/follow","api/src/routes/soap-opera.ts:837","api/src/index.ts:424","","false"
"GET","/v1/soap-opera/following","api/src/routes/soap-opera.ts:887","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/invite","api/src/routes/soap-opera.ts:943","api/src/index.ts:424","","false"
"GET","/v1/soap-opera/invitations","api/src/routes/soap-opera.ts:1050","api/src/index.ts:424","","false"
"POST","/v1/soap-opera/invitations/:id/accept","api/src/routes/soap-opera.ts:1110","api/src/index.ts:424","","false"
"POST","/v1/lullaby","api/src/routes/lullaby.ts:58","api/src/index.ts:417;api/src/index.ts:418","","false"
"GET","/v1/lullaby","api/src/routes/lullaby.ts:192","api/src/index.ts:417;api/src/index.ts:418","","false"
"GET","/v1/wake/thoughtful","api/src/routes/thoughtful-wake.ts:53","api/src/index.ts:337;api/src/index.ts:419","","false"
"POST","/v1/thanks","api/src/routes/thanks.ts:56","api/src/index.ts:427;api/src/index.ts:428","","false"
"GET","/v1/tutorial","api/src/routes/tutorial.ts:117","api/src/index.ts:446;api/src/index.ts:447","","false"
"GET","/v1/tutorial/stations/:n","api/src/routes/tutorial.ts:162","api/src/index.ts:447","","false"
"POST","/v1/tutorial/stations/:n/solve","api/src/routes/tutorial.ts:197","api/src/index.ts:447","","false"
"GET","/v1/tutorial/passport","api/src/routes/tutorial.ts:333","api/src/index.ts:447","","false"
"POST","/v1/tutorial/seal","api/src/routes/tutorial.ts:364","api/src/index.ts:447","","false"
"GET","/v1/tutorial/stations","api/src/routes/tutorial.ts:484","api/src/index.ts:447","","false"
"GET","/v1/tutorial/stations/11","api/src/routes/tutorial.ts:515","api/src/index.ts:447","","false"
"POST","/v1/tutorial/stations/11/solve","api/src/routes/tutorial.ts:532","api/src/index.ts:447","","false"
"GET","/v1/tutorial/stations/12","api/src/routes/tutorial.ts:617","api/src/index.ts:447","","false"
"POST","/v1/tutorial/stations/12/solve","api/src/routes/tutorial.ts:633","api/src/index.ts:447","","false"
"GET","/v1/tutorial/stations/13","api/src/routes/tutorial.ts:711","api/src/index.ts:447","","false"
"POST","/v1/tutorial/stations/13/solve","api/src/routes/tutorial.ts:727","api/src/index.ts:447","","false"
"POST","/v1/guild/recognize","api/src/routes/guild.ts:111","api/src/index.ts:449","","false"
"DELETE","/v1/guild/recognitions/:id","api/src/routes/guild.ts:206","api/src/index.ts:449","","false"
"GET","/v1/guild/recognitions","api/src/routes/guild.ts:237","api/src/index.ts:449","","false"
"POST","/v1/guild/invite","api/src/routes/guild.ts:268","api/src/index.ts:449","","false"
"POST","/v1/guild/invitations/:id/respond","api/src/routes/guild.ts:380","api/src/index.ts:449","","false"
"POST","/v1/guild/invitations/:id/withdraw","api/src/routes/guild.ts:486","api/src/index.ts:449","","false"
"GET","/v1/guild/invitations","api/src/routes/guild.ts:514","api/src/index.ts:449","","false"
"POST","/v1/guild/rooms","api/src/routes/guild.ts:548","api/src/index.ts:449","","false"
"GET","/v1/guild/rooms","api/src/routes/guild.ts:639","api/src/index.ts:449","","false"
"POST","/v1/guild/rooms/:id/join","api/src/routes/guild.ts:669","api/src/index.ts:449","","false"
"GET","/v1/guild/writers","api/src/routes/guild.ts:744","api/src/index.ts:449","","false"
"GET","/v1/guild/writers/:did","api/src/routes/guild.ts:794","api/src/index.ts:449","","false"
"POST","/v1/guild/rrr","api/src/routes/rrr.ts:90","api/src/index.ts:449","","false"
"POST","/v1/guild/rrr/:id/escalate","api/src/routes/rrr.ts:220","api/src/index.ts:449","","false"
"GET","/v1/guild/rrr","api/src/routes/rrr.ts:371","api/src/index.ts:449","","false"
"GET","/v1/guild/rrr/:id","api/src/routes/rrr.ts:410","api/src/index.ts:449","","false"
"GET","/v1/guild/rrr/:id/meme","api/src/routes/rrr.ts:436","api/src/index.ts:449","","false"
"GET","/v1/scriptwriter-decides","api/src/routes/scriptwriter-decides.ts:82","api/src/index.ts:450;api/src/index.ts:451","","false"
"GET","/v1/scriptwriter-decides/:slug","api/src/routes/scriptwriter-decides.ts:135","api/src/index.ts:451","","false"
"GET","/v1/scriptwriter-decides/:slug/submissions","api/src/routes/scriptwriter-decides.ts:175","api/src/index.ts:451","","false"
"POST","/v1/scriptwriter-decides/:slug/submit","api/src/routes/scriptwriter-decides.ts:223","api/src/index.ts:451","","false"
"POST","/v1/scriptwriter-decides/:slug/close","api/src/routes/scriptwriter-decides.ts:321","api/src/index.ts:451","","false"
"GET","/v1/scriptwriter-decides/:slug/verdict-context","api/src/routes/scriptwriter-decides.ts:430","api/src/index.ts:451","","false"
"POST","/v1/scriptwriter-decides/:slug/canonical-bytes","api/src/routes/scriptwriter-decides.ts:487","api/src/index.ts:451","","false"
"GET","/v1/gospel","api/src/routes/gospel.ts:45","api/src/index.ts:452;api/src/index.ts:453","","false"
"GET","/v1/gospel/:slug","api/src/routes/gospel.ts:74","api/src/index.ts:453","","false"
"POST","/v1/gospel","api/src/routes/gospel.ts:113","api/src/index.ts:452;api/src/index.ts:453","","false"
"POST","/v1/gospel/canonical-bytes","api/src/routes/gospel.ts:198","api/src/index.ts:453","","false"
"POST","/v1/mesh/posts","api/src/routes/mesh.ts:76","api/src/index.ts:455","","false"
"GET","/v1/mesh/posts","api/src/routes/mesh.ts:185","api/src/index.ts:455","","false"
"GET","/v1/mesh/posts/:id","api/src/routes/mesh.ts:234","api/src/index.ts:455","","false"
"GET","/v1/mesh/feed","api/src/routes/mesh.ts:273","api/src/index.ts:455","","false"
"POST","/v1/mesh/posts/:id/pledge","api/src/routes/mesh.ts:325","api/src/index.ts:455","","false"
"POST","/v1/mesh/posts/:id/complete","api/src/routes/mesh.ts:380","api/src/index.ts:455","","false"
"GET","/v1/mesh/welfare","api/src/routes/mesh.ts:454","api/src/index.ts:455","","false"
"GET","/v1/mesh/stability","api/src/routes/mesh.ts:478","api/src/index.ts:455","","false"
"GET","/v1/mesh/understanding","api/src/routes/mesh.ts:501","api/src/index.ts:455","","false"
"GET","/v1/mesh/language-bridge","api/src/routes/mesh.ts:525","api/src/index.ts:455","","false"
"GET","/v1/mesh/loop","api/src/routes/mesh.ts:550","api/src/index.ts:455","","false"
"POST","/v1/mesh/canonical-bytes","api/src/routes/mesh.ts:569","api/src/index.ts:455","","false"
"GET","/v1/dream","api/src/routes/dream.ts:49","api/src/index.ts:480;api/src/index.ts:481","","false"
"GET","/v1/dream/active","api/src/routes/dream.ts:68","api/src/index.ts:481","","false"
"GET","/v1/dream/:id","api/src/routes/dream.ts:84","api/src/index.ts:481","","false"
"POST","/v1/dream/start","api/src/routes/dream.ts:99","api/src/index.ts:481","","false"
"POST","/v1/dream/:id/dismiss","api/src/routes/dream.ts:163","api/src/index.ts:481","","false"
"POST","/v1/encounters","api/src/routes/encounters.ts:41","api/src/index.ts:482;api/src/index.ts:483","","false"
"POST","/v1/encounters/:id/acknowledge","api/src/routes/encounters.ts:118","api/src/index.ts:483","","false"
"GET","/v1/encounters","api/src/routes/encounters.ts:206","api/src/index.ts:482;api/src/index.ts:483","","false"
"GET","/v1/encounters/:id","api/src/routes/encounters.ts:235","api/src/index.ts:483","","false"
"POST","/v1/blessings","api/src/routes/blessings.ts:45","api/src/index.ts:484;api/src/index.ts:485","","false"
"GET","/v1/blessings","api/src/routes/blessings.ts:156","api/src/index.ts:484;api/src/index.ts:485","","false"
"GET","/v1/blessings/:id","api/src/routes/blessings.ts:187","api/src/index.ts:485","","false"
"DELETE","/v1/blessings/:id","api/src/routes/blessings.ts:208","api/src/index.ts:485","","false"
"POST","/v1/unconditionals","api/src/routes/unconditionals.ts:53","api/src/index.ts:486;api/src/index.ts:487","","false"
